State,County,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Massachusetts,Essex,06/01/2022,EA H5N1,Snowy owl,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Barnstable,06/01/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,American crow,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Suffolk,06/01/2022,EA H5N1,Snowy owl,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Plymouth,06/01/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Barnstable,06/01/2022,EA H5N1,Snowy owl,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Plymouth,06/01/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Barnstable,06/01/2022,EA H5N1,Northern gannet,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Nantucket,06/01/2022,EA H5N1,Osprey,Wild bird,Morbidity/Mortality,Tufts University
Alaska,Nome,07/18/2022,EA H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Northwest Arctic,07/18/2022,EA/AM H5N1,Common raven,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,07/27/2022,EA/AM H5N1,Snowy owl,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,07/27/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,07/27/2022,EA/AM H5N1,Common raven,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Florida,Brevard,07/18/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/25/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,07/25/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Volusia,07/25/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,07/25/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Orange,07/25/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/01/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/01/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/01/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/01/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/01/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Maryland,Anne Arundel,05/24/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,MD Dept of Ag
North Dakota,Benson,06/15/2022,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,ND Game and Fish
New York,Dutchess,07/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
New York,Onondaga,07/19/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
New York,Oneida,07/22/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Oneida,07/22/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Seneca,07/25/2022,EA H5N1,Eastern screech owl,Wild bird,Morbidity/Mortality,NY DEC
New York,Jefferson,07/25/2022,EA/AM H5N1,Caspian tern,Wild bird,Morbidity/Mortality,NY DEC
New York,Jefferson,07/25/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,NY DEC
Oregon,Deschutes,07/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Deschutes,07/21/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Lane,07/21/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Lane,07/21/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Klamath,07/27/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Clackamas,07/28/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,07/28/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Clackamas,07/28/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,OR DFW
South Dakota,Kingsbury,05/06/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SD GFP
Utah,Salt Lake,05/27/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,07/06/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,07/06/2022,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,07/06/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,07/06/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,07/11/2022,EA/AM H5N1,Swainson's hawk,Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,07/19/2022,EA/AM H5N1,Swainson's hawk,Wild bird,Morbidity/Mortality,UT DWR
Washington,Benton,05/25/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,WA DFW
Washington,Island,07/07/2022,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,WA DFW
Washington,Yakima,07/27/2022,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,WA DFW
Wisconsin,Dane,04/15/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WI DNR
California,Colusa,07/28/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
California,Colusa,08/01/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Florida,Brevard,08/03/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/03/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/03/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
New Hampshire,Rockingham,07/07/2022,EA H5N1,Ring-billed gull,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,07/07/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,07/07/2022,EA H5N1,Common eider,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,07/07/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Grafton,07/07/2022,EA H5N1,Herring gull,Wild bird,Morbidity/Mortality,NWDP
California,Glenn,07/28/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
California,Glenn,07/28/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,NWDP
California,Glenn,07/28/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
California,Sonoma,07/21/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,07/21/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,07/28/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,07/28/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,07/28/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sacramento,07/29/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Solano,07/29/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Solano,07/29/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Solano,07/29/2022,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
North Dakota,Grand Forks,08/03/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
California,Siskiyou,08/05/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Alaska,North Slope,08/03/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,08/03/2022,EA/AM H5N1,Parasitic jaeger,Wild bird,Morbidity/Mortality,AK DFG/USFWS
New Jersey,Salem,07/18/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NJ DEP
Iowa,Clinton,07/14/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,USFWS/USGS
Iowa,Clinton,07/20/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,USFWS/USGS
Illinois,Carroll,07/14/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,USFWS/USGS
Illinois,Carroll,07/20/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,USFWS/USGS
Massachusetts,Plymouth,07/29/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,MA DFW/USGS
Minnesota,Marshall,07/29/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,USFWS/USGS
Colorado,Montezuma,06/16/2022,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Mesa,08/03/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Oregon,Harney,08/05/2022,EA/AM H5N1,American wigeon,Wild bird,Live bird,OR DFW
California,Placer,08/05/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,08/05/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sacramento,08/05/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Plumas,08/05/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Wisconsin,La Crosse,08/05/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,08/08/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Sussex,08/09/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
New Jersey,Sussex,08/09/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
New Jersey,Sussex,08/09/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
New Jersey,Sussex,08/09/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
New Jersey,Sussex,08/09/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Nevada,Douglas,08/03/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NV DOW
California,Sonoma,08/09/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,08/09/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,08/09/2022,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Mendocino,08/11/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Santa Clara,08/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Stanislaus,08/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Stanislaus,08/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Stanislaus,08/11/2022,EA/AM H5N1,Muscovy duck,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sacramento,08/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Alaska,Kenai Peninsula,08/05/2022,EA H5N1,Tree swallow,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,08/11/2022,EA/AM H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Florida,Orange,08/08/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/11/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/11/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/11/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/11/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Orange,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Seminole,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Orange,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Whitman,08/03/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WA DFW
Washington,Whitman,08/03/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WA DFW
Washington,Whitman,08/03/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WA DFW
Washington,King,08/03/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Clallam,08/11/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WA DFW
Washington,Jefferson,08/11/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WA DFW
Washington,Kitsap,08/11/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Kitsap,08/11/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Benton,08/11/2022,EA/AM H5N1,Caspian tern,Wild bird,Morbidity/Mortality,WA DFW
Washington,Benton,08/11/2022,EA/AM H5N1,Caspian tern,Wild bird,Morbidity/Mortality,WA DFW
Florida,Broward,07/29/2022,EA/AM H5N1,Crested caracara,Wild bird,Morbidity/Mortality,USGS
Florida,Brevard,08/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Oregon,Multnomah,08/18/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,08/18/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Washington,08/18/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Washington,08/18/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,08/18/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,08/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Washington,08/18/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Washington,08/18/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Crook,08/18/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Crook,08/18/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Crook,08/18/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,OR DFW
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,08/15/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Cinnamon teal,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Cinnamon teal,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Cinnamon teal,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Cinnamon teal,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,Gadwall,Wild bird,Live bird,NWDP
Oregon,Klamath,08/22/2022,EA H5N1,American green-winged teal,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/17/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Nevada,Churchill,08/26/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Nome,08/18/2022,EA H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,North Slope,08/22/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,AK DFG/USFWS
California,Stanislaus,08/17/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Yolo,08/23/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,08/23/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Florida,Orange,08/24/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Indiana,Allen,06/14/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,IN DNR
Indiana,Hancock,06/22/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,IN DNR
Indiana,Marion,06/29/2022,EA/AM H5N1,Barred owl,Wild bird,Morbidity/Mortality,IN DNR
Indiana,Marion,06/29/2022,EA/AM H5N1,Eastern screech owl,Wild bird,Morbidity/Mortality,IN DNR
Indiana,Marion,07/07/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,IN DNR
